epoch,train loss,val loss,swa
0.0,0.15049120889652262,0.1639427503909373,n
19.0,0.13062133147501107,0.14292022909717844,y
39.0,0.10142729299560577,0.11665387920277548,y
59.0,0.08307323361097049,0.10991248937441206,y
79.0,0.06975286732480489,0.10596258738520654,y
99.0,0.06047239397952037,0.1034236778394982,y
119.0,0.05359060943845277,0.10149627963728683,y
139.0,0.05133261838673711,0.10273704218714365,y
159.0,0.042257486263191826,0.09985777703025715,y
179.0,0.03713334011936783,0.0993605389470883,y
199.0,0.031128568900886888,0.09695541137562366,y
219.0,0.026974050604051843,0.09731046521170254,y
239.0,0.025404657481729195,0.09695268462748187,y
259.0,0.023373467339889743,0.09512413976705349,y
279.0,0.021104167496431424,0.09456069144533111,y
299.0,0.019449042257358225,0.09256617516068966,y
