epoch,train loss,val loss,swa
0.0,0.12500131259875438,0.12274020062323301,n
19.0,0.062347359782418295,0.0634398867592076,y
39.0,0.054142932747902155,0.055881794929216494,y
59.0,0.04974882593865376,0.05130306931000252,y
79.0,0.04636242621481131,0.04863644102777323,y
99.0,0.04313016980640939,0.04618444875381439,y
119.0,0.04061252011866274,0.04464252220036333,y
139.0,0.038962892108472987,0.043600493814915445,y
159.0,0.037065196172319397,0.042420148074839216,y
179.0,0.03629677477140026,0.04180778798623233,y
199.0,0.03469301953799552,0.0408759306852359,y
219.0,0.03347458761822374,0.04003059891751218,y
239.0,0.03295340435920788,0.03954295896278705,y
259.0,0.031503381290487444,0.03833945538095438,y
279.0,0.030817769872830393,0.03818039452827228,y
299.0,0.029098519395397808,0.03779775085775392,y
