epoch,train loss,val loss,swa
0.0,1.3492369563977638,1.3205901119898373,n
19.0,0.15381738576767498,0.1609602009561518,y
39.0,0.10761602583222693,0.12047182097044806,y
59.0,0.08971006350768848,0.10823152860722961,y
79.0,0.07969396415976437,0.10320523118714563,y
99.0,0.07192424260116946,0.10023683876910938,y
119.0,0.06627308710130399,0.09885191335718267,y
139.0,0.06064219953877649,0.09738474684788719,y
159.0,0.056175500170395985,0.09742558447892916,y
179.0,0.05167243761526066,0.09644057673954648,y
199.0,0.04773702254329499,0.09642090901427608,y
219.0,0.04440269065452935,0.09570098701510332,y
239.0,0.040315393309229536,0.09549928131086301,y
259.0,0.03732183458853376,0.09476718825840634,y
279.0,0.035300033714499475,0.0943915675047933,y
299.0,0.0335256568183901,0.09433484703625153,y
