epoch,train loss,val loss,swa
0.0,0.9188020955708929,0.9263195916521166,n
19.0,0.1414299503103322,0.1435050993313267,y
39.0,0.10804551545634346,0.1128145728851999,y
59.0,0.08982316227165295,0.10024992632511272,y
79.0,0.0779999884317901,0.09353136451330843,y
99.0,0.06972343074338258,0.08957519152696143,y
119.0,0.0627102417418276,0.08733386053122548,y
139.0,0.056588884482788704,0.0856364706569211,y
159.0,0.05150595706161336,0.08482888853179804,y
179.0,0.04727660766142309,0.08373642307006184,y
199.0,0.043498141582172606,0.08369272928227744,y
219.0,0.040064633816211816,0.08321161323866871,y
239.0,0.03731700764942364,0.08359987951636742,y
259.0,0.035061623484684,0.08337168926897319,y
279.0,0.03297889832704412,0.08254649049149107,y
299.0,0.03110274165374846,0.08300931621034736,y
