epoch,train loss,val loss,swa
0.0,0.2790360754166824,0.2878281232807463,n
19.0,0.09283967751667695,0.11101880624907515,y
39.0,0.06570977979188188,0.10194196544304027,y
59.0,0.0480181820894593,0.0974977162882531,y
79.0,0.03762492518702055,0.09620291008393794,y
99.0,0.030871544799143055,0.0956587702070278,y
119.0,0.025817908154689557,0.09445363688771424,y
139.0,0.022564112352256294,0.09382792499513637,y
159.0,0.02016294605218142,0.09429700605597051,y
179.0,0.01837437611895099,0.09433897432571464,y
199.0,0.01733133333204769,0.0935875849052834,y
219.0,0.01613649272000476,0.09379416167942298,y
239.0,0.015125562879294396,0.09384045028906518,y
259.0,0.014525223345412277,0.09451524065990075,y
279.0,0.014262951214628327,0.0932023879291002,y
299.0,0.013754174693163146,0.09366255194258112,y
