epoch,train loss,val loss,swa
0.0,4.781747640782884,4.362150486446098,n
19.0,2.053573671628127,2.415623795947285,y
39.0,1.481475880247876,2.3029773449115862,y
59.0,1.1067012790527355,2.250649748523566,y
79.0,0.8527468040174099,2.217231109502961,y
99.0,0.6994136669852918,2.2599960293027235,y
119.0,0.5906140708162133,2.214761261357465,y
139.0,0.5344408717782593,2.1898953048921714,y
159.0,0.4643168859192028,2.1795007139546696,y
179.0,0.43055487411144483,2.1856048225148856,y
199.0,0.4080107914063057,2.149700801625111,y
219.0,0.35136256143708905,2.1847095869502033,y
239.0,0.33307252344528426,2.165020705753385,y
259.0,0.3147382147456935,2.1493052656936285,y
279.0,0.29862148858924303,2.135817294111373,y
299.0,0.2966276200755165,2.134038588185641,y
