epoch,train loss,val loss,swa
0.0,1.1426017017482986,1.151289786229573,n
19.0,0.07724018771980164,0.07767214844993064,y
39.0,0.05666812495121056,0.05896025161583043,y
59.0,0.048216443525714824,0.05164366235340126,y
79.0,0.04317272321852484,0.047580678407367766,y
99.0,0.039513403604541766,0.04460821373853769,y
119.0,0.036879745520843374,0.042532017627173346,y
139.0,0.034883748368947275,0.041073716246082276,y
159.0,0.03330572656540334,0.039950993208835786,y
179.0,0.031855227510005836,0.03878575518829937,y
199.0,0.03070968066118937,0.03818415931330823,y
219.0,0.029667500126042013,0.03753066460380707,y
239.0,0.028643491546099704,0.036988370413454666,y
259.0,0.02785398709808343,0.036514384381115296,y
279.0,0.027127920216758774,0.03608614581321749,y
299.0,0.02627643495830817,0.035847515187606156,y
