epoch,train loss,val loss,swa
0.0,0.27325969684779167,0.25639817563095535,n
19.0,0.07470185504602044,0.08221637189732811,y
39.0,0.0558674515532105,0.07170596660217109,y
59.0,0.04481744157005571,0.06888452995719248,y
79.0,0.03736264702861494,0.0676887306863862,y
99.0,0.03162542704203174,0.06716976131317932,y
119.0,0.027514832360974587,0.06578837033641131,y
139.0,0.024596814955047883,0.06581663217158676,y
159.0,0.02210230123021967,0.06632461472053748,y
179.0,0.02032281886236917,0.06644477492812052,y
199.0,0.01832004737997822,0.06621040167836095,y
219.0,0.01699540319855028,0.06629274408252253,y
239.0,0.015969453096869164,0.06707689769006189,y
259.0,0.014837877732019961,0.06778864515999149,y
279.0,0.014004675956098387,0.0675995529042503,y
