epoch,train loss,val loss,swa
0.0,0.666967905429924,0.8145877814859073,n
19.0,0.3000749038825245,0.4529731704565969,y
39.0,0.2268418365304575,0.4250317009898163,y
59.0,0.18137790684430105,0.4230232282804625,y
79.0,0.15534786222116004,0.41418630938416734,y
99.0,0.14348765071832909,0.41849207595030047,y
119.0,0.13437477695117206,0.41432035000783474,y
139.0,0.12536438058757182,0.41436727915086974,y
159.0,0.11876218049031384,0.41285881769688587,y
179.0,0.11410291168674733,0.40897970841239184,y
199.0,0.1112841952896718,0.41573029048839155,y
219.0,0.10611105497528173,0.4155557385220691,y
