epoch,train loss,val loss,swa
0.0,0.28088183123897564,0.29349460085003365,n
19.0,0.09335824128088782,0.1139264885400761,y
39.0,0.06555662666720675,0.09992861692616016,y
59.0,0.04886520237959044,0.09703488756466463,y
79.0,0.03848890497147782,0.0963881400968298,y
99.0,0.031518769257041834,0.09434439157474937,y
119.0,0.026702732234650813,0.09399016751030277,y
139.0,0.023433016796598344,0.09378091765276958,y
159.0,0.020944724920379274,0.09478191385379417,y
179.0,0.01917316843964941,0.09368251238255143,y
199.0,0.017704657990908215,0.09397196170222552,y
219.0,0.016965369129557425,0.0943444923169351,y
239.0,0.01599990165287856,0.09476837574402032,y
259.0,0.015504353948942598,0.09353002668116134,y
279.0,0.014913825501689819,0.09363199851416439,y
299.0,0.01439491996433929,0.09387513557610484,y
