epoch,train loss,val loss,swa
0.0,1.1970787484117758,1.2032991136851487,n
19.0,0.44486361129644164,0.4615235584530469,y
39.0,0.3516634900321533,0.37951656384658145,y
59.0,0.28891441163877696,0.3340673901473765,y
79.0,0.24105705565572308,0.3089859661636939,y
99.0,0.20195439580904562,0.2909003410578721,y
119.0,0.17663678947911063,0.2811735648497063,y
139.0,0.15324754829757034,0.27145654161849364,y
159.0,0.13501647056977975,0.26634564952190093,y
179.0,0.12279192096591007,0.26277461272806496,y
199.0,0.113975271506854,0.2608176315771368,y
219.0,0.10492661216549486,0.2598490185159155,y
239.0,0.09629611287506472,0.2581709613911978,y
259.0,0.09301533228355861,0.25354514172613973,y
279.0,0.08782212408845115,0.25323934521437136,y
299.0,0.08283121324252692,0.2544265620906738,y
