epoch,train loss,val loss,swa
0.0,0.8974509309664125,0.9167871680564109,n
19.0,0.1446368999023077,0.14782326988098474,y
39.0,0.10668888619381915,0.11276611234317475,y
59.0,0.09113081314955004,0.10098152636617641,y
79.0,0.07985740352069935,0.0937206590965952,y
99.0,0.07198247204942933,0.09038818243453552,y
119.0,0.06504847504263234,0.08768533078704295,y
139.0,0.05940592754212385,0.08582392689550498,y
159.0,0.05443976412542476,0.08486456829814794,y
179.0,0.04934815723272208,0.08355953224463632,y
199.0,0.044701314249895555,0.08280483616346375,y
219.0,0.04050863309899509,0.08229710793551599,y
239.0,0.037268043543614314,0.08202134109270355,y
259.0,0.03525225792606018,0.08220741797237471,y
279.0,0.032812577924980414,0.08203355565699151,y
299.0,0.031055256749498456,0.0824599571387773,y
