epoch,train loss,val loss,swa
0.0,0.4700075189589008,0.4717692359329906,n
19.0,0.1210025797306006,0.13371959304850473,y
39.0,0.09162165306772736,0.113596654927708,y
59.0,0.07343571258591597,0.10872737350717179,y
79.0,0.05870473691681449,0.10688943847118257,y
99.0,0.04549341084792307,0.10366404600444983,y
119.0,0.03786730004196934,0.102410781007283,y
139.0,0.03097035318646055,0.10126098044572765,y
159.0,0.026567203869501493,0.10227690608550517,y
179.0,0.023652729547934008,0.10130580754970918,y
199.0,0.021440634958152974,0.10228275701798538,y
219.0,0.02027533858485832,0.10317598481984766,y
