formula,target
K6S6,1.752063640396657
K12O16V4,1.6528587356456086
F4Mn4O4,2.67688749607948
Ca2F6Tl2,1.6774943616398088
Pd4Se6Tl2,5.083371584555542
Ca1Hg1O2,2.0323401126123875
Mo1Se2,2.7981684138783445
Cl3Cs1Ge1,1.9084626448182505
Au2O4Rb2,1.8904877677467269
Mn2Na12Te8,2.275843946026764
C1Mn1N2,2.3237190736690407
Au2Na4Sb2,4.248906133739991
As2Au2Na4,3.5748193427546107
O24Si12,1.4687488137853133
Cl2Ge2H6,1.556806453395326
Cu1O2Y1,2.207736111675391
Cd1Ge1Te4Tl2,3.7103414038782647
Cd4I8,2.1513240963435263
F20O4Os4,1.6107462038860538
Cs1F6Sb1,1.4138462905610778
Ag2Hg1I4,2.3123536109187928
Ag2Al2O4,2.4161255486142887
S4Zn4,2.3582149939668406
Cs2O13V5,1.8932521402778517
F4I4O8,1.9809094712614543
K2P2S6,1.9344249791644088
K4P6,2.1834890820350026
Au4O6,3.0468834897317616
Ge2Na4O6,1.706842015731587
F4K2Zn1,1.4650169509827158
Cd1O6Pt3,4.168143991434716
Ga2Ge2Te2,7.057081313593223
Ga2Se4Tl2,3.0320203385420825
Al2Se4Tl2,2.878486292017612
As2Be2Na2,2.868607153306287
K4O4Zn2,1.8209356569265849
As4K4Pd2,2.928568933796844
Mg2Sb2Sr1,3.1864654922552234
Ag4S2,3.2233587187211654
As2Ca1Mg2,3.013125840938831
Ge4N8Zn4,2.4428954790246475
O6Pt3Zn1,3.969718713796552
Au3Rb3Sb2,2.8633313930921336
Ba3Bi3Na3,3.968053763076638
Fe1Li1O7P2,1.809858863059662
C2Si2,2.669294221725526
Ag2Na4Sb2,3.4746702481438385
Ag2K4Sb2,2.7142838834580285
Be2F8K2Pb1,1.5250136611268137
Na2O2Rb2,1.8586097851171808
Li2Na2S2,1.9801239018472216
I1K1,1.7655027612552967
As8Zn8,4.6191629833408845
As1Cs1F6,1.4094877320028891
Cl4O4W2,1.9889645547369617
Na6O6P2S2,1.664890687102305
As2Cd2Sr1,11.709114967978294
Br4H4,1.5480682934699919
Ag1S8Tb5,2.951872740592451
As2Sr1Zn2,3.8789603418098255
K1O2Y1,1.885771283409888
La1Li3P2,3.480852386030394
P8S10,1.8867078911868331
Ag2As2K4,2.6416650683486123
As1B1O4,1.7845369460894909
F8Na2Y2,1.5221692591325184
Au2Rb2S2,2.0392252613840065
Au2Rb2Te2,2.4514189768377013
Al4B12Be4Cs1O28,1.0
H2O2Zn1,1.7239594657177195
K3O14V5,2.040549027427016
As4Ge2K4,2.6771061490597114
Au3Rb1Se2,2.3854807342196938
Au3Cs1S2,2.158277476754708
N2Sr1Zr1,3.3895555264173884
Hf1N2Sr1,2.9378088504861006
As2Na1Sn2,5.113721280372387
C3H3O6Tm1,1.7614708815835325
F6Sb1Tl1,1.5213994654045817
Al2Cl8Cu2,1.7202859258468248
C2F2K6O6,1.4898545790270756
P12Pt8Sr2,4.339277973734212
Ba1F6Ti1,1.6108441886166378
Ba1F6Sn1,1.5332039438161322
Ba1Mg2P2,2.9011306991125627
F3Li4Mn8O13,2.2661178257098635
Cd1Na4P2,2.4708035804841506
K2Na2O2,1.796831748754828
In2S4Zn1,4.529166674132531
F6Pt1Zn1,1.8095485624873504
Ca1F6Pt1,1.5685820560833763
Ba2Hf1S4,2.596806821206896
Cu2Na4P2,3.0781487943237216
K4Mn2Se4,2.091086719068968
K4Mn2S4,1.9960270539248668
K2P2Zn2,2.918650829864154
Cr2H2O4,2.1767076251101685
Fe1Li5O8Si2,1.7388070623275034
Cu2K2Te2,2.9955796879179664
Cs2F6Ge1,1.4208011824319462
F10P2,1.3042239071570518
Cu2K2Se2,6.781759604507768
Cu2Na2Te2,3.0726867179500523
K1O2Sc1,1.9665045130891439
O2Rb1Tl1,2.3034223812984687
Ca2Fe2O4,14.019079689242565
O2Rb1Sc1,2.007593335314689
Al6I2Na8O24Si6,1.5591555406693711
Al2Hg1Te4,3.0542702347151063
Ca1Cd2Sb2,6.256365132140763
F6K2U1,1.5889969582517507
Au1K3O1,2.2260123539639207
Pd8Sb4,1.0000000000000049
Cl1O4Tl1,1.5855645682216792
Fe5Li9O16Si2,2.0568615250748734
K4O16V6,1.8426493607484489
Cu2Pb2Se6Tm2,3.404275257820544
Si4,3.5488922793324833
Pb2S8Sm4,3.120332460919296
Be2H16O16S2,1.4714697867551794
S8Tb4Yb2,2.7889780685166143
As2Ba4O1,3.058641855464616
Cu1Fe5O8,3.5623479616679803
Ba2Cu4O4,2.4331128895580143
Cu1Li1O2,2.706356352141377
F6Li1P1,1.36906293987124
Ca6N6V2,2.825056577604538
Ba1O6Sb2,1.8561662102301117
Ca1O6Sb2,1.8927030934618352
O6Sb2Sr1,1.858458949416604
Li4P20,3.4901552983572275
Cr2O8Ta2,2.4011490304990786
F6Pd1Zr1,1.6488897274630965
Ga3O14Si2Sr3Ta1,1.849595361153356
O3Pb1Zr1,2.4755692274707246
C2O6Zn2,1.8472982072926576
Cs2F6Nb1,1.6105499060879795
Ba2S4,2.230919093108781
Ge12Os8,4.802282052166269
P8Pt4,4.4323056452971885
F6Nb1Rb2,1.6119180086675284
Cu4O14Sr8,2.8195241915377616
O4S2Sc4,2.5211395571579667
Cs2F4Hg1,1.6316209731429707
N3O6Rb3,1.5269465172908538
Se2Sn1,3.859015418471422
F4Mg1Rb2,1.4509832298594512
Na2Rb2S2,1.8947872351973103
Bi2Na2S4,3.613125332266605
Li2Rb2S2,1.9404639479602124
As2F10,1.347837774610385
Cr2Li5O8,1.8718011824621403
Ca3Cd1O4,2.062161972299945
Cs3F5Li2,1.507321575952966
Fe1O2Sr1,2.266571346034946
N2Na10O8W2,1.7716690812150369
N4O6Ti6,2.9652321438070692
Al2Mg2Se5,2.417878339922559
Ag2K4P2,2.5917249082416105
C2Li2O14P2Si2,1.5793628462136242
Au1Ba2Sb1,4.3378687163168035
B2K3Nb3O12,2.1745892153445423
Li2Mg8O24V6,1.9263904069528588
K12O12Sb4,1.7303066202266002
F18Ge3Na6,1.3672717359764388
Ag2Pr6Se14Si2,2.9680354333015178
K12Mn2S8,1.929759311399838
Cu2Nd6Se14Sn2,3.1053587554419537
In1P1,3.6371991971845534
Al8La7O24Y1,2.160555484129025
K4Nb8O34P4Si1,2.139465353774162
Li4N8Nb4,3.0773463676789232
Li6S8Sb2,2.2096856951394725
Na4Nb4O12,2.3162204574403797
Al12N4O12,1.9045086855494604
Ca1I4Pb1,2.0860419458869948
Li2O12Sb2W2,2.0207690365033013
Ga4Mg2O8,1.9775073535472207
Li4O16P4V2,1.9677993702759353
H18Na2O10,1.4362617251317484
Al2Hg1Se4,2.670568541216146
F4H2Rb2,1.3875067567403048
Ba4Na4O36P12,1.5823539427068771
Na2O4Pd3,3.127935208195128
S8Si2Tl8,2.580605161585166
La1Rb1Se2,2.262070364363886
Al2H4Li2O14Si4,1.5451383209751492
Ir6P6Sr3,6.252679425654278
Ag2In2Te4,3.5602727423611795
Ge4Hg6K4S16,2.2671798401264756
Ba2O14Si4Zn4,1.73889744761827
As1Cd3I3,2.369584773752566
F1Li7O5V1,1.860805649891108
N16Si12Sr2,2.147400676787326
F3Hg1Rb1,1.7387624909687924
Li8P8,3.288211266529773
Cr3O8,2.4855785812760707
Al6Na8O28S1Si6,1.4715369516257482
Cl1K1O4,1.4291231577439372
As6Ge6,3.7453526759981965
Li1Mn5Na3O9,2.6762332359742738
Na2O14P4Y2,1.6144476867750572
Li1P1Sr1,2.8917565019666984
Ba4Cu2Ge4O14,2.1871217768260336
Ca2Ge2N4,2.36964772346721
Br6F6N6P6,1.558594024540494
K6Sb2,2.8448784391135926
