formula,target
Ag(W3Br7)2,0.0
Ag0.5Ge1Pb1.75Se4,1.51
Ag2BBr,0.0
Ag2BiO3,0.0
Ag2GeS3,1.98
Ag2GeSe3,0.9
Ag2HgI4,2.47
Ag2Mo(I2O7)2,3.06
Ag2P2PbO7,0.0
Ag2PdO2,0.18
Ag3AsO4,0.0
Ag3Pd,0.0
Ag3RuO4,0.0
Ag5IO6,1.4
Ag7(SI)2,0.0
Ag7AsS6,1.0
Ag7AsSe6,1.0
Ag7NO11,0.0
Ag8SnSe6,0.71
Ag9Ge2IO8,0.0
AgAu3,0.0
AgBi(PS3)2,1.7
AgBi(PSe3)2,1.4
AgBiPbS3,1.2
AgBiS2,0.9
AgBiSe2,0.34
AgBr,2.52
AgCl,5.13
AgF,2.8
AgGeO3,0.0
AgO,1.57
AgP15,1.47
AgPd(IO3)3,1.5
AgPt3,0.0
AgSO4,0.18
AgTe2As,0.8
Al(NiS2)2,0.0
Al0.01Cd0.99Sb0.01Te0.99,1.6
Al0.01Ga0.99P1,2.27
Al0.01In0.99P1,1.3
Al0.05Cd0.95Sb0.05Te0.95,1.37
Al0.15Ga0.85As1,1.6
Al0.1Cd0.9Sb0.1Te0.9,1.36
Al0.1In0.9P1,1.5
Al0.2In0.8P1,1.7
Al0.35Ga0.65As1,2.0
Al0.3Ga0.7As1,1.81
Al0.3In0.7P1,1.9
Al0.4Cd0.6Sb0.4Te0.6,1.8
Al0.5Ga0.5As1,2.12
Al0.75Ga0.25As1,2.42
Al0.7In0.3P1,2.3
Al0.99Cd0.01Sb0.99Te0.01,2.21
Al0.99Ga0.01P1,2.49
Al10V,0.0
Al13Ru4,0.0
Al21Pt8,0.0
Al2CoIr,0.0
Al2Cu,0.0
Al2FeNi,0.0
Al2Ru,0.0
Al2S3,4.1
Al3Tc,0.0
Al4Cu2O7,0.0
Al4Cu9,0.0
Al6Fe,0.0
Al6Tc,0.0
Al7(CN)3,0.0
AlAgO2,3.6
AlAgS2,3.13
AlAs,0.0
AlB2,0.0
AlBi,0.4
AlCu3,0.0
AlCu7O12,0.0
AlCuS2,3.5
AlCuTe2,2.06
AlFe4(CuO4)3,0.0
AlIr,0.0
AlSn,0.0
AlVCo2,0.0
As2Ir,1.0
As2O3,4.0
As2Rh,1.15
As2Ru,0.8
AsAu3,0.0
AsBr3,2.6
AsP,0.23
AsPPd,0.45
AsPd3Pb2,0.0
AsRuS,1.2
AsSI,2.05
AsSeI,1.76
Au3S,0.0
AuBrO2,0.0
B2O3,4.89
B2Se2O7,4.64
B3H2Pb2O7.5,4.42
B3Pb10Br3O13,3.25
B3Pb3NO10,3.64
B4C,1.64
B4H2Pb6O13,3.24
B4W,0.0
B5Mo2,0.0
BAs,1.45
BP,4.2
BPb2ClO3,3.99
BRh2,0.0
BSb,2.6
BSbPbS4,1.8
Ba(AsPd)2,0.0
Ba(FeS2)2,0.0
Ba(GaS2)2,4.13
Ba(GaSe2)2,3.16
Ba(InS2)2,3.06
Ba(PdO2)2,0.0
Ba(SnO2)4,0.0
Ba(ZnAs)2,0.23
Ba12In4S19,2.56
Ba14Ir8(PdO11)3,0.0
Ba14Na8CaN6,0.0
Ba2B4H2O9,5.12
Ba2B6H4O13,6.53
Ba2B6O11,5.17
Ba2CaReO6,0.0
Ba2CoWO6,0.0
Ba2Cu5F14,0.0
Ba2CuWO6,0.0
Ba2DyCu3O7,0.0
Ba2DyGaSe5,2.35
Ba2DyGaTe5,1.13
Ba2DyInTe5,1.35
Ba2ErGaSe5,1.95
Ba2ErGaTe5,1.15
Ba2ErInTe5,1.35
Ba2FeReO6,0.0
Ba2Ga8GeS16,3.0
Ba2Ga8SiS16,3.4
Ba2GaAsSe5,1.39
Ba2GaBiS5,2.38
Ba2GaBiSe5,2.21
Ba2GaBiTe5,1.43
Ba2GaS4,2.55
Ba2GaSbSe5,2.51
Ba2GaSbTe5,1.66
Ba2GaSe4,1.63
Ba2GdGaSe5,1.87
Ba2GdInSe5,2.24
Ba2GdInTe5,1.36
Ba2HgS5,2.4
Ba2In2S5,2.47
Ba2InAgS4,2.32
Ba2InBiS5,1.55
Ba2InSbSe5,1.92
Ba2LaIrO6,0.0
Ba2LiFe2N3,0.0
Ba2NdGaS5,2.12
Ba2NdGaSe5,2.18
Ba2NdInTe5,1.37
Ba2ReNiO6,0.0
Ba2Sb7HO14,2.7
Ba2ScTaO6,4.19
Ba2SmCu3O7,0.0
Ba2SmGaSe5,2.27
Ba2SmInSe5,2.22
Ba2SmInTe5,1.36
Ba2SmTaO6,3.02
Ba2SnSe4,1.9
Ba2TaInO6,4.17
Ba2TbIrO6,0.0
Ba2ThCu2Se5,1.75
Ba2V2Te2O11,3.16
Ba2V2ZnO8,3.48
Ba2YGaSe5,2.31
Ba2YInTe5,1.36
