cif_id,target
Ba1Pt1_ICSD_55492,1.5219200000000002
B2Ru3Tb1_ICSD_615370,8.26671
Au2In1U1_ICSD_58512,0.668838
Ca3Co4Sn13_ICSD_619211,0.42206499999999997
Al1Pt1_ICSD_58129,4.6761
Mo3N1Pt2_ICSD_150314,4.86062
Ag2Er1In1_ICSD_58254,0.907106
Al1Li1Si1_ICSD_152086,17.423
Ag1S3Ta1_ICSD_74442,3.5139099999999996
Al16Pt7Zr6_ICSD_609168,3.4081900000000003
Al1Au1Er1_ICSD_602607,2.04486
Ca1Si2_ICSD_1453,5.56924
F4Pd1Sr1_ICSD_108990,1.37904
C1Pb1Ti2_ICSD_42926,9.220839999999999
La3O7Ta1_ICSD_168909,6.99383
B4Rh4Tb1_ICSD_615322,4.64926
C1Ga1Ta2_ICSD_617926,13.4218
Ga1Ho1O3_ICSD_420711,4.2849699999999995
Al3C3Sc1_ICSD_43477,20.3263
Ru3Zr1_ICSD_185641,10.5979
Dy2Se3_ICSD_419,2.02021
Ir2Lu1_ICSD_104491,6.91617
Be2C1_ICSD_183009,129.126
Al2Ho3_ICSD_184632,2.29906
Dy1Ge1_ICSD_42956,7.580210000000001
P1Ru1Zr1_ICSD_648037,8.34587
As12Os4Th1_ICSD_611145,4.88737
Eu1O3Ti1_ICSD_187101,14.8487
Al2Y1_ICSD_186476,11.745
Er3P6Pd20_ICSD_409903,0.6460600000000001
I1Rb1_ICSD_44619,0.545854
C1Zr1_ICSD_183162,9.291139999999999
B4Fe1_ICSD_425311,13.9531
Cl5Cs1Pb2_ICSD_249888,0.644584
Ba1Pt2_ICSD_58675,1.6636099999999998
Ca1F6Sn1_ICSD_35713,2.9218599999999997
P1Pt5Tl1_ICSD_647975,1.90176
Cu1Ti3_ICSD_103130,6.15669
C1Nb1_ICSD_183164,26.8679
B1Li2Pd3_ICSD_156465,0.731396
Ba1F4Pd1_ICSD_108991,0.869524
Er2In1Ni2_ICSD_630690,2.3176900000000002
Ga3Hf3Nb2_ICSD_103733,6.1472
Ca2Ge2Ni3_ICSD_421074,3.49629
Ag1In2Na3_ICSD_170868,0.23629
S1Zn1_ICSD_15478,2.3227
Ni1Zn1_ICSD_105470,6.458469999999999
As1Ti3_ICSD_611501,4.2599800000000005
O3Tb2_ICSD_27995,2.05475
N1Nb3Zn3_ICSD_42939,5.03526
Al3Zr4_ICSD_150529,15.2362
O1Sr1_ICSD_105548,13.3764
Cd1N1_ICSD_183198,1.3386
B4H16Hf1_ICSD_35379,13.1745
K1Sb1Zn1_ICSD_12161,1.7623099999999998
Be13U1_ICSD_107528,12.0342
Pt1Se1Si1_ICSD_649595,4.0238
B2C2Er1_ICSD_94042,20.3828
Mg1Sc1_ICSD_108583,12.8444
Ge2Ir2Th1_ICSD_636745,3.94444
Mn2Si2Y1_ICSD_643695,8.16405
Sn2Tb1_ICSD_168671,3.34686
In1Ni2Ti1_ICSD_54596,9.02257
Na1Nb1S2_ICSD_26285,8.20829
O7P2Ti1_ICSD_189807,5.41219
Ag1Er1Se2_ICSD_15302,1.1894799999999999
Ru2Si2Th1_ICSD_603984,16.1499
Ge1Ir1Y1_ICSD_636761,2.3330900000000003
Al1Cu2Zr1_ICSD_185282,6.46525
Ge3La1Rh1_ICSD_161872,4.82565
Ag1Al1O2_ICSD_160643,2.40141
Mn1Pd2Sn1_ICSD_104945,2.04723
Pt9Sc5Si7_ICSD_420356,2.95066
Cu1Dy1Si1_ICSD_30766,7.78039
Ge1Ru1Tb1_ICSD_85912,2.29582
F1Ho1S1_ICSD_94475,6.26803
Ho1Te2_ICSD_639765,2.02604
In1Pt2Tb1_ICSD_640312,1.83411
Rh5Tb1_ICSD_105944,6.0883199999999995
Mn1Pd1Te1_ICSD_40908,1.57073
Al1Rh1_ICSD_58151,25.1508
Ba1Ce1N2_ICSD_74791,5.09619
Ga1In1Te2_ICSD_600687,1.6112
As1Pu1_ICSD_44048,1.42466
C1_ICSD_66468,104.82799999999999
B2Mo2Ru1_ICSD_601573,9.72627
Al2Fe3Si4_ICSD_83665,8.27137
Ba1Te2_ICSD_75555,1.46276
Dy3Ge4_ICSD_84342,3.25765
Ni1Sc6Te2_ICSD_90082,3.54445
Ru2Sc1_ICSD_150514,1.1461299999999999
Ge2Th3_ICSD_44503,3.43381
Ba1Ce1O3_ICSD_165826,2.79546
Ba1Si2_ICSD_2218,2.49865
In1Rb1Te2_ICSD_75346,0.9755020000000001
As1Nb1_ICSD_16585,14.9346
Ge1Nb1Rh1_ICSD_637230,6.0723400000000005
B2Nb1Ni1_ICSD_614910,15.5525
P1V1_ICSD_42444,17.8514
Ho1Rh1Sn1_ICSD_411821,2.50927
C1Nb4Rh2_ICSD_618493,1.8638700000000001
Dy1Ni2Si2_ICSD_630020,9.4319
Cu2Ho1In1_ICSD_102979,3.46104
Bi1Dy1_ICSD_58778,6.40247
F3Na1V1_ICSD_60611,2.63938
Cl1Na1O3_ICSD_1117,2.29745
Cs3O3Sb1_ICSD_279580,0.343002
Ho1Ni2Si2_ICSD_56232,8.9937
Al6Mn1_ICSD_150135,6.5804100000000005
Pt2Si1_ICSD_649614,1.10811
As2Ba1Cu2_ICSD_236307,2.51726
Ca1Mg1Si1_ICSD_158276,5.19726
In1Na5O4_ICSD_69630,1.32893
In1Te1_ICSD_169419,2.05087
Dy1Ga3Ru1_ICSD_629734,2.9415
Ge13Ru4Y3_ICSD_53900,1.54334
S4Tl3V1_ICSD_16572,1.32044
Ge1Os1Sc1_ICSD_637470,8.99117
Sn1_ICSD_40039,2.98103
Ge1Pt1Zr1_ICSD_260793,4.56597
Bi1Nb3_ICSD_58817,5.23499
In1Ni1_ICSD_59432,5.21338
Bi1Pd1Se1_ICSD_616956,0.823729
Dy1In1Rh1_ICSD_103209,1.63486
C2La1_ICSD_26587,10.265
Ag1Zr1_ICSD_163155,4.37408
B2Zr1_ICSD_169458,88.4071
Au1Ge4Rb3_ICSD_413724,0.543366
F2V1_ICSD_201245,3.15852
H2Y1_ICSD_164604,14.4505
Cu2O3Sr1_ICSD_416902,5.34777
Er1Os2Si2_ICSD_103276,11.5538
O6Se2Sn1_ICSD_154716,1.74422
As1Mg1Na1_ICSD_402339,3.06517
Ce1Co1Si2_ICSD_16501,7.56027
K1Nb1S2_ICSD_26286,7.387460000000001
Mg1Si1Sr1_ICSD_42457,3.5619699999999996
Dy1Rh1_ICSD_103359,6.82856
Pt1Sb2Zr6_ICSD_157366,5.91723
Hf1Re2_ICSD_150512,3.2429900000000003
As1F6Na1_ICSD_184564,2.43355
Al3Ir1_ICSD_57929,3.6252699999999995
Pt2Si2Th1_ICSD_649630,4.2788
Pd1Sr1_ICSD_648963,2.2687
Ga7Ni3_ICSD_408313,1.6483900000000002
La1N1_ICSD_162195,4.35574
Ir1Mn3Si1_ICSD_151748,2.16175
Ir2Th1_ICSD_104571,6.02648
Pd1Th1_ICSD_105716,1.09233
O2Re1_ICSD_154021,13.6076
B7Mo3Y1_ICSD_39873,9.9522
Ag2Ca1Ge2_ICSD_25316,1.7416099999999999
In2Rh1Yb1_ICSD_152048,1.54142
Ag1Al1S2_ICSD_25356,5.0435300000000005
Ge13Lu3Rh4_ICSD_636932,1.4542
O7Ru2Y2_ICSD_73799,4.76089
B1Co1W1_ICSD_613388,15.9685
In1Li2Pt1_ICSD_106805,1.33703
Au1Cu3_ICSD_150666,3.02242
Pt1Sn1Sr1_ICSD_412012,1.01876
Os2Tb1_ICSD_647822,1.7271299999999998
Ba1O3Pr1_ICSD_163755,7.03495
Er1Mg2_ICSD_657544,1.6879
As2Ni1_ICSD_41725,3.2861800000000003
H3Pd1Yb1_ICSD_638422,3.03113
Cu1Sn1Y1_ICSD_416544,5.31827
F6K2Ni1_ICSD_41416,2.16185
O7V2Y2_ICSD_160865,6.22944
C1Ge1Ni3_ICSD_77001,4.3019099999999995
Al1O2Rb1_ICSD_28373,5.32116
Co1Si1V1_ICSD_409847,11.5991
Ca3N2_ICSD_50991,1.7315200000000002
K2O1_ICSD_180571,1.76473
B2Hf3Ir5_ICSD_44316,5.47436
Se1Tl1_ICSD_652064,0.707499
Ho1In1Pd1_ICSD_153006,1.34196
Co1O6Pt3_ICSD_35338,4.44125
In1Te2Tl1_ICSD_16245,1.07071
Sn1Y1Zn1_ICSD_152622,2.8673
Fe2In1Ti1_ICSD_186056,12.4493
Br1Li3O1_ICSD_67265,5.08135
Cu1Na1Se1_ICSD_12155,1.8497700000000001
In1Pt2Sc1_ICSD_59502,2.76824
In1Pd2Tb2_ICSD_54484,1.8698700000000001
Si1Sr1Zn1_ICSD_86388,5.33563
Nb3Si2_ICSD_645431,15.0675
As2K2Ni1_ICSD_300120,1.36354
Pu1Ru1_ICSD_105865,0.498391
K1_ICSD_44669,0.39560500000000004
Hf1N2_ICSD_290428,6.7576
C2Os1_ICSD_168279,39.1391
Fe1Hf4P1_ICSD_632255,2.59334
Ag1Al1Se2_ICSD_28745,1.29014
Al1Mn1Ni2_ICSD_57976,10.4932
Cr3N1Pt1_ICSD_53142,3.6728
Ho1Os2_ICSD_639530,1.76642
