formula,target
Hf2Si2Te2,63.59383333333302
As4,142.7059500000001
Bi2In2,240.7154875
As2O6Sb2,66.30685000000014
Br2N2Zr2,39.39849999999989
O6Pd2Se2,76.13090000000078
Br4Nb2O2,62.79912499999973
F2Sb2Se4Sr2,57.381499999999974
Co2O4,49.023833333333044
Ag2I2,88.70622750000004
Co1I2,85.1118666666666
Br8Nb4Se8,74.0602250000002
Br6In2,77.39025
Co4Nb4Te8,80.67631250000008
Mn2Se2,81.84250000000004
Bi4Br12,81.01406249999998
Mg1O8Re2,70.60972727272753
Bi2F2O2,87.05199999999991
Ni1O4Te1,68.94950000000044
H2Si6,25.958624999999905
O2V1,58.829666666667
O3Te1,49.33549999999976
C1Ho2,400.6573333333332
P1Te2Zr2,66.03520000000086
Cl2H2Lu2,36.148499999999906
O18Te8,110.77446153846138
Al1I2Pd5,49.72449999999995
I2Ni1,81.66794999999995
I2Th1,80.01143333333304
I16Th4,89.67209999999982
Ce2I2Si2,43.28366666666695
Au2Br2,84.6315125
Fe2S2,85.46425000000025
Cl2Hf2N2,35.227500000000404
Cr2P2S8,72.20308333333358
Ag2Cr2P4S12,65.55280000000029
I4O4Sc4,39.206666666665946
O4W1Zn1,140.2239999999999
Cl2Zn1,77.91661666666666
Cl6Ti2,66.75871874999984
Au2Te4,317.0674416666667
Bi2Pt1,250.88752222222243
Bi1Cu1P2Se6,78.65685000000022
Se4Ti1Zr1,96.06600000000044
B2Ba1Se6,591.1875555555561
Fe1I2,83.18559999999997
Sb2Se2Te1,72.30686000000031
Br2C2Y2,39.4439999999996
Ge1I2Y2,52.279200000000074
Al2O11Si4,25.860000000000657
Hg2P2Se6,82.05915000000007
Ca1I4Pb1,85.46802500000001
Br6Y2,77.13100000000007
Br2Ho2O2,39.534666666666496
Cl2Er2O2,40.421000000000255
Cr1P2S7,57.60509999999997
Co1O4Te1,70.15683333333334
Sb1,571.6572
Se2Ta4,60.31066666666707
As4Se6,132.96399999999986
Te6Y2,57.52449999999998
Br2V1,76.94366666666718
Sb3Si1,582.8843499999998
As8Si4,78.52966666666683
O2W1,102.65783333333276
S2Ti1,81.14222222222209
O2Sn1,81.95566666666653
Ca2Cl2F2,75.81966666666685
K2O2Pd1,847.9855600000003
Br2Cd1,75.89856
S2Sn2,87.60257500000002
Hf2Se6,58.53462500000007
P4,111.75575000000038
Nb2O5,245.36814285714303
Ba2S4Zr1,221.50642857142878
Ni2P4,464.3363333333329
Ag1N1O2,136.5129999999999
As2Te3,71.7171999999997
Hf2S6,55.688124999999644
Ni1S2,67.29823333333364
Hg2I4,112.71941666666667
Br1Cu1,128.28339749999998
I6U2,98.21425000000029
Cl6Tb2,82.25175000000019
Br2Co1O2Sr2,46.238428571428784
H2Mn1O2,66.8578000000002
Cl2Tb2,54.80574999999988
F2Np1O2,45.28120000000069
Au1C1N1,135.73166666666657
F2Kr1,213.55706666666663
